Contract;Date and time;kWh;Consumption code;Average temperature (°C);Temperature code
0312316267;2018-09-11 16:00:00;0.14;R;20;R
0312316267;2018-09-11 15:00:00;0.14;R;20;R
0312316267;2018-09-11 14:00:00;1.25;R;19;R
0312316267;2018-09-11 13:00:00;0.32;R;19;R
0312316267;2018-09-11 12:00:00;1.96;R;19;R
0312316267;2018-09-11 11:00:00;1.02;R;19;R
0312316267;2018-09-11 10:00:00;0.28;R;18;R
0312316267;2018-09-11 09:00:00;0.37;R;18;R
0312316267;2018-09-11 08:00:00;0.10;R;17;R
0312316267;2018-09-11 07:00:00;0.11;R;16;R
0312316267;2018-09-11 06:00:00;0.10;R;15;R
0312316267;2018-09-11 05:00:00;0.11;R;15;R
0312316267;2018-09-11 04:00:00;0.10;R;14;R
0312316267;2018-09-11 03:00:00;0.61;R;14;R
0312316267;2018-09-11 02:00:00;0.11;R;14;R
0312316267;2018-09-11 01:00:00;0.12;R;13;R
0312316267;2018-09-11 00:00:00;0.14;R;13;R
0312316267;2018-09-10 23:00:00;0.11;R;13;R
0312316267;2018-09-10 22:00:00;0.24;R;13;R
0312316267;2018-09-10 21:00:00;1.11;R;13;R
0312316267;2018-09-10 20:00:00;2.15;R;13;R
0312316267;2018-09-10 19:00:00;1.03;R;13;R
0312316267;2018-09-10 18:00:00;1.21;R;14;R
0312316267;2018-09-10 17:00:00;0.84;R;16;R
0312316267;2018-09-10 16:00:00;0.11;R;17;R
0312316267;2018-09-10 15:00:00;0.18;R;17;R
0312316267;2018-09-10 14:00:00;0.23;R;18;R
0312316267;2018-09-10 13:00:00;0.10;R;18;R
0312316267;2018-09-10 12:00:00;0.10;R;18;R
0312316267;2018-09-10 11:00:00;0.71;R;17;R
0312316267;2018-09-10 10:00:00;0.10;R;17;R
0312316267;2018-09-10 09:00:00;0.12;R;15;R
0312316267;2018-09-10 08:00:00;0.39;R;14;R
0312316267;2018-09-10 07:00:00;0.10;R;13;R
0312316267;2018-09-10 06:00:00;0.11;R;10;R
0312316267;2018-09-10 05:00:00;0.11;R;8;R
0312316267;2018-09-10 04:00:00;0.14;R;8;R
0312316267;2018-09-10 03:00:00;0.10;R;8;R
0312316267;2018-09-10 02:00:00;0.10;R;9;R
0312316267;2018-09-10 01:00:00;0.11;R;9;R
0312316267;2018-09-10 00:00:00;0.59;R;11;R
0312316267;2018-09-09 23:00:00;0.12;R;11;R
0312316267;2018-09-09 22:00:00;0.15;R;12;R
0312316267;2018-09-09 21:00:00;0.31;R;11;R
0312316267;2018-09-09 20:00:00;2.16;R;12;R
0312316267;2018-09-09 19:00:00;0.28;R;12;R
0312316267;2018-09-09 18:00:00;0.23;R;13;R
0312316267;2018-09-09 17:00:00;0.10;R;15;R
0312316267;2018-09-09 16:00:00;0.68;R;15;R
0312316267;2018-09-09 15:00:00;0.13;R;17;R
0312316267;2018-09-09 14:00:00;0.28;R;17;R
0312316267;2018-09-09 13:00:00;0.55;R;17;R
0312316267;2018-09-09 12:00:00;0.16;R;17;R
0312316267;2018-09-09 11:00:00;0.10;R;16;R
0312316267;2018-09-09 10:00:00;0.10;R;15;R
0312316267;2018-09-09 09:00:00;0.11;R;14;R
0312316267;2018-09-09 08:00:00;0.75;R;13;R
0312316267;2018-09-09 07:00:00;0.10;R;11;R
0312316267;2018-09-09 06:00:00;0.10;R;9;R
0312316267;2018-09-09 05:00:00;0.10;R;7;R
0312316267;2018-09-09 04:00:00;0.10;R;8;R
0312316267;2018-09-09 03:00:00;0.10;R;7;R
0312316267;2018-09-09 02:00:00;0.11;R;7;R
0312316267;2018-09-09 01:00:00;0.63;R;8;R
0312316267;2018-09-09 00:00:00;0.11;R;10;R
0312316267;2018-09-08 23:00:00;0.11;R;11;R
0312316267;2018-09-08 22:00:00;0.14;R;12;R
0312316267;2018-09-08 21:00:00;2.50;R;12;R
0312316267;2018-09-08 20:00:00;2.60;R;13;R
0312316267;2018-09-08 19:00:00;2.36;R;14;R
0312316267;2018-09-08 18:00:00;0.19;R;15;R
0312316267;2018-09-08 17:00:00;0.21;R;15;R
0312316267;2018-09-08 16:00:00;0.35;R;17;R
0312316267;2018-09-08 15:00:00;0.35;R;17;R
0312316267;2018-09-08 14:00:00;0.27;R;17;R
0312316267;2018-09-08 13:00:00;0.77;R;17;R
0312316267;2018-09-08 12:00:00;0.31;R;16;R
0312316267;2018-09-08 11:00:00;0.35;R;15;R
0312316267;2018-09-08 10:00:00;0.99;R;14;R
0312316267;2018-09-08 09:00:00;0.14;R;14;R
0312316267;2018-09-08 08:00:00;0.10;R;13;R
0312316267;2018-09-08 07:00:00;0.10;R;12;R
0312316267;2018-09-08 06:00:00;0.10;R;12;R
0312316267;2018-09-08 05:00:00;0.10;R;10;R
0312316267;2018-09-08 04:00:00;0.11;R;11;R
0312316267;2018-09-08 03:00:00;0.10;R;11;R
0312316267;2018-09-08 02:00:00;0.14;R;13;R
0312316267;2018-09-08 01:00:00;0.10;R;14;R
0312316267;2018-09-08 00:00:00;0.75;R;15;R
